clean_tweet,relevant,entities,A,B,C
vulnerabilities in lastpass allowed attackers to steal hacking,0,,0,0,1
sap netweaver 2004s remote code execution vulnerability,1,B-ORG B-PRO O B-VUL I-VUL I-VUL I-VUL,0,0,1
pureinfotech thank you for the kind words did any windows 10 device in particular stand out to you ,0,,0,0,1
red hat security advisory 2018-2071-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
vulnerability security vuln linux kernel cve-2016-8655 local race condition vulnerability,1,O O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
bugtraq secunia research oracle outside in vsdx use-after-free vulnerability,1,O O O B-ORG B-PRO I-PRO O B-VUL I-VUL,1,0,0
vuln adobe flash player apsb17-02 memory corruption vulnerabilities bugtraq,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL O,0,0,1
debian dla-1394-1 imagemagick security update nessus,1,B-PRO B-ID O O O O,0,1,0
the chrome extension that firesheeps you by choice sophoslabs,1,O B-PRO O O O O O O O,0,0,1
vuln adobe flash player and air apsb16-08 multiple unspecified integer overflow vulnerabilities bugtraq,1,O B-ORG B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL O,0,0,1
snappgamez we re glad you re enjoying windows spotlight images have any other new features caught your eye in windows 10 ,0,,0,0,1
threatmeter microsoft windows server 2016 bypass a restriction or similar obtain information vulnerability,1,O B-ORG B-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
microsoft windows server 2008 gain privileges vulnerability,1,B-ORG B-PRO I-PRO B-VER B-VUL I-VUL I-VUL,0,0,1
rhiancocker wonderful let us know if you have any questions about windows 10 we re always here for you.,0,,0,0,1
threatmeter vuln linux kernel cve-2016-7117 use-after-free remote code execution vulnerability,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
brits think broadband more important than mobes cars or savings yet interweb access is still crap for infosec,0,,0,1,0
microsoft internet explorer 9 bypass a restriction or similar vulnerability,1,B-ORG B-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
vuln microsoft windows kernel win32k.sys cve-2016-7255 local privilege escalation vulnerability,1,O B-ORG B-PRO I-PRO O B-ID B-VUL I-VUL I-VUL I-VUL,0,0,1
vuln sqlite cve-2015-6607 multiple local privilege escalation vulnerabilities bugtraq,1,O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL O,1,1,0
rhel 6 flash-plugin rhsa-2018:1827 nessus,1,B-PRO B-VER O B-ID O,0,1,1
nubien you can contact us at help wordpress.com and we d be happy to assist you with the issue ,0,,0,0,1
lennartregebro thanks for letting us know you re helping make firefox better please also leave feedback here df,0,,0,1,0
it s time to start planning overdue windows 7 computer upgrades,0,,0,0,1
anton_bane amazing are you enjoying any new apps or features in windows 10 at the moment we d love to know what you think.,0,,0,0,1
windows exploitation in 2016,1,B-PRO O O O,0,0,1
bugtraq security bulletin hpsbux03665 rev.3 hp-ux tomcat-based servlet engine remote denial of infosec,0,,1,0,0
threatmeter mbls flex cms 0.7.2 sql injection cross site scripting,0,,1,1,0
exploring risks of it network breaches to industrial control systems ics scada ics ot,1,O O O O O O O O O O O B-PRO O O,0,0,1
threatmeter spora ransomware disguises under fake chrome font pack update,1,O B-VUL I-VUL O O O B-PRO O O O,0,0,1
chrome http 1xx out of bounds read cxsecurity,1,B-PRO O O B-VUL I-VUL I-VUL I-VUL O,0,0,1
ubuntu security notice usn-3690-1 packetstorm,1,B-PRO O O B-ID O,0,1,0
joe_sunga that s odd just to confirm have you also tried uninstalling the chrome updates: ,0,,0,0,1
centos 6 glibc cesa-2018:1879 nessus,1,B-PRO B-VER O B-ID O,1,1,0
threatmeter vuln linux kernel sound core timer.c local information disclosure vulnerability,1,O O B-PRO I-PRO O O O B-VUL I-VUL I-VUL I-VUL,1,1,0
opensuse security update the linux kernel opensuse-2018-656 spectre ,1,B-PRO O O O B-PRO I-PRO B-ID B-VUL,1,0,0
threatmeter google s project zero outs severe vulnerability in microsoft s edge browser,1,O B-ORG O O O O O O O B-ORG O B-PRO O,0,1,0
jamesrwhite hi james could you check here chrome: version and confirm the version you re using also on what d ,0,,0,0,1
isc stormcast for thursday march 23rd 2017 thu mar 23rd ,0,,0,1,0
red hat security advisory 2018-2079-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
cybersecurity bugtraq re cve-2017-3241 erpscan-17-006 oracle openjdk java serialization dos infosec,1,O O O B-ID I-ID B-ORG B-PRO I-PRO O O O,1,0,1
threatmeter debian dla-825-1 spice security update,1,O B-PRO B-ID O O O,0,1,0
threatmeter zdi-17-176 adobe flash sound loadsound use-after-free remote code execution vulnerability,1,O B-ID B-ORG B-PRO O O B-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
bugtraq security cve-2016-8745 apache tomcat information disclosure apache tomcat information di ,1,O O B-ID B-PRO I-PRO B-VUL I-VUL B-PRO I-PRO O O,1,0,0
apache httpd web server 2.4.23 memory exhaustion,1,B-PRO I-PRO I-PRO I-PRO B-VER B-VUL I-VUL,1,0,0
rt dzone shoutout to the sponsors of the 2018 guide to containers: aquasecteam chef cloudfoundry diamanticom oracle ,0,,1,0,0
na cve-2017-5371 odata server in sap adaptive server enterprise odata server in sap adaptive server enterpr ,1,O B-ID B-PRO I-PRO O B-ORG B-PRO I-PRO I-PRO I-PRO I-PRO O B-ORG B-PRO I-PRO O,0,0,1
adobe flash player 11.2.202.637 execute code vulnerability adobe flash player 11.2.202.637 execute code vulnerab ,1,B-ORG B-PRO I-PRO B-VER B-VUL I-VUL I-VUL B-ORG B-PRO I-PRO B-VER B-VUL I-VUL O,0,0,1
wordpress plugin weixin robot advanced 4.4 cross-site-scripting cxsecurity,0,,0,0,1
firehol 3.0.2 packetstorm,0,,0,1,0
red hat security advisory 2018-1836-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
rt e_kaspersky microsoft shares telemetry data collected from windows 10 users with fireeye ,0,,0,0,1
suse sled12 sles12 security update tiff suse-su-2017:0453-1 nessus,1,B-PRO I-PRO I-PRO O O O B-ID O,1,1,0
sap netweaver as java 7.5 bc-bmt-bpm-dsk bpemuwlconn privilege escalation,1,B-ORG B-PRO O B-PRO B-VER O O B-VUL I-VUL,1,0,1
threatmeter ms17-003 security update for adobe flash player 3214628 ,1,O B-ID O O O B-ORG B-PRO I-PRO B-ID,0,0,1
vuln apache tomcat cve-2016-6794 security bypass vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,0
oracle advanced inbound telephony 12.1.1 cross site scripting vulnerability,1,B-ORG B-PRO I-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL,1,0,0
windows 10 is microsoft preparing to fix one of its users biggest complaints microsoft appears to be infosec,0,,0,0,1
vuln red hat cloudforms management engine cve-2017-2632 privilege escalation vulnerability,1,O B-ORG I-ORG B-PRO O O B-ID B-VUL I-VUL I-VUL,1,0,1
cybersecurity vuln citrix provisioning services remote code execution and information disclosure infosec,1,O O B-PRO I-PRO I-PRO B-VUL I-VUL I-VUL O B-VUL I-VUL O,1,0,1
vuln microsoft windows kernel win32k.sys cve-2016-7255 local privilege escalation vulnerability infosec,1,O B-ORG B-PRO I-PRO O B-ID B-VUL I-VUL I-VUL I-VUL O,0,0,1
threatmeter ubuntu 16.10 linux vulnerabilities usn-3147-1 ,1,O B-PRO B-VER B-PRO O B-ID,1,1,0
adobe fixes six code execution bugs in flashplayer patchtuesday,1,B-ORG O O B-VUL I-VUL I-VUL O B-PRO O,0,0,1
malicious code and the windows integrity mechanism,1,B-VUL I-VUL O O B-PRO O O,0,0,1
isc stormcast for tuesday june 19th 2018 tue jun 19th infosec,0,,0,1,0
threatmeter glsa-201701-51 dbd::mysql multiple vulnerabilities,1,O B-ID O B-VUL I-VUL,1,1,0
vuln linux kernel cve-2016-8655 local race condition vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
debian dla-737-1 roundcube security update nessus,1,B-PRO B-ID O O O O,0,1,0
vuln redhat ceph cve-2016-9579 remote denial of service vulnerability,1,O B-ORG B-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
apache couchdb 2.0.0 local privilege escalation,1,B-PRO I-PRO B-VER B-VUL I-VUL I-VUL,1,0,0
red hat security advisory 2016-2843-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
vuln linux kernel ack challenge information disclosure vulnerability,1,O B-PRO I-PRO O O B-VUL I-VUL I-VUL,1,1,0
sap trex 7.10 directory traversal vulnerability,1,B-ORG B-PRO B-VER B-VUL I-VUL I-VUL,0,0,1
threatmeter ibm aix 6.1 7.1 7.2 bellmail privilege escalation,1,O B-ORG B-PRO B-VER I-VER I-VER O B-VUL I-VUL,0,0,1
vuln oracle java se cve-2016-5554 remote security vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,1
ubuntu security notice usn-3141-1 advisory,1,B-PRO B-ID I-ID I-ID O,0,1,0
opensuse security update mozillafirefox mozilla-nss opensuse-2018-575 nessus,1,B-PRO O O O O B-ID O,1,1,0
fedora 25 qpid-java 2017-7b181f9c98 nessus,1,B-PRO B-VER O O O,1,1,1
threatmeter vuln linux kernel cve-2016-6480 local information disclosure vulnerability,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
red hat security advisory 2017-0834-01 packetstorm,1,B-ORG I-ORG B-ID I-ID I-ID O,1,1,1
debian dsa-3726-1 imagemagick security update nessus,1,B-PRO B-ID O O O O,0,1,0
vuln adobe flash player type confusion multiple remote code execution vulnerabilities,1,O B-ORG B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
threatmeter hp operations orchestration wsexecutionbridgeservice servlet java object deserialization rce,1,O B-ORG B-PRO I-PRO O O B-PRO B-VUL I-VUL I-VUL,1,0,1
threatmeter adobe patches 42 flaws in reader acrobat flash,1,O B-ORG O O O O B-PRO I-PRO I-PRO,0,0,1
cve-2017-2934 apsb17-02 adobe flash player heap overflow remote code execution iii mcafee,1,B-ID I-ID B-ORG B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL O B-ORG,0,0,1
vuln apache tomcat security manager cve-2016-5018 security bypass vulnerability apache tomcat security infosec,1,O B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL B-PRO I-PRO O O,1,0,0
vuln linux kernel scsi arcmsr driver cve-2016-7425 local heap buffer overflow vulnerability,1,O B-PRO I-PRO O O O B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
red hat security advisory 2018-1954-01 packetstorm,1,B-ORG I-ORG B-ID I-ID I-ID O,1,1,1
vuln oracle java se cve-2014-6493 remote security vulnerability bugtraq,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL O,1,0,1
linux kernel 4.4.0 ubuntu 14.04 16.04 x86-64 af_packet race condition privilege escalation cxsecurity,1,B-PRO I-PRO B-VER B-PRO B-VER I-VER I-VER O B-VUL I-VUL I-VUL I-VUL O,1,1,0
nvidia linux gpu display driver 304.x lt 304.135 340.x lt 340.102 361.x lt 361.119 375.x lt 375.39 3 nessus,1,B-ORG B-PRO O O O B-VER O B-VER I-VER O B-VER I-VER O B-VER I-VER O B-VER O O,1,1,0
cybersecurity google chrome 56 is tagging websites as not secure is it misleading infosec,1,O B-ORG B-PRO B-VER O O O O O O O O O O,0,0,1
threatmeter suse sled12 sles12 security update libxi suse-su-2016:3047-1 ,1,O B-PRO I-PRO I-PRO O O O B-ID,1,0,0
watch out python-based adware pbot or pythonbot evolves to install malicious browser extensions by ,0,,0,1,0
minecreatetime excellent choices which games are you currently playing ,0,,0,0,1
vuln docker cve-2016-9962 local privilege escalation vulnerability,1,O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,0,0
vuln retired microsoft internet explorer xss filter security bypass vulnerability,1,O O B-ORG B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
vuln oracle java se cve-2016-5542 remote security vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,1,0,1
threatmeter linux kernel 3.18.1 denial of service memory corruption vulnerability,1,O B-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
opensuse security update gstreamer-plugins-base opensuse-2017-95 ,1,B-PRO O O O B-ID,1,0,0
flaw in google home and chromecast devices reveals user location by waqas craig young an it security infosec,0,,0,0,1
vuln microsoft internet explorer cve-2016-0162 information disclosure vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,0,0,1
red hat security advisory 2018-1786-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
brookeinabook understood we know it may be a bit out of your budget but we think this acer aspire nitro may be a ,0,,0,1,0
patnaciagoodman excellent thanks for letting me know.,0,,0,0,1
rt dinosn windows reuse shellcode based on socket s lifetime,0,,0,0,1
debian dsa-3786-1 vim security update,1,B-PRO B-ID O O O,0,1,0
vuln oracle e-business suite cve-2017-3277 remote security vulnerability oracle e-business suite cve infosec,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL B-ORG B-PRO I-PRO O O,1,0,0
suse sled12 sles12 security update sudo suse-su-2016:2904-1 nessus,1,B-PRO I-PRO I-PRO O O O B-ID O,1,1,0
ms16-130 critical security update for microsoft windows 3199172 version 1.1 info ,1,B-ID O O O O B-ORG B-PRO B-ID O B-VER O,0,0,1
vuln linux kernel cve-2010-5328 local denial of service vulnerability bugtraq,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL O,1,1,0
isns server memory corruption vulnerability in microsoft windows server,1,O B-PRO B-VUL I-VUL I-VUL O B-ORG B-PRO I-PRO,0,0,1
mlm forced matrix 2.0.7 sql injection cxsecurity,0,,1,1,0
muni system hacker hit others by scanning for year-old java vulnerability,1,O O O O O O O O O B-PRO O,1,0,1
red hat security advisory 2018-1860-01 advisory,1,B-ORG I-ORG B-ID I-ID I-ID O,1,0,1
cve-2016-8944 aix ,1,B-ID B-PRO,0,0,1
vuln linux kernel kvm emulate.c local information disclosure vulnerability,1,O B-PRO I-PRO O O B-VUL I-VUL I-VUL I-VUL,1,1,0
vuln apache struts cve-2017-5638 remote code execution vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,1,0
vuln linux kernel cve-2016-1583 stack-based buffer overflow vulnerability bugtraq,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL O,1,1,0
linux kernel 4.7 obtain information vulnerability,1,B-PRO I-PRO B-VER B-VUL I-VUL I-VUL,1,1,0
vuln oracle outside in technology cve-2018-2768 remote security vulnerability infosec,1,O B-ORG B-PRO I-PRO I-PRO B-ID B-VUL I-VUL I-VUL O,1,0,0
debian dla-724-1 mcabber security update nessus,1,B-PRO B-ID O O O O,0,1,0
erikmgoins music to our ears erik are you enjoying any other features in the windows 10 april 2018 update at t ,0,,0,0,1
opensuse security update opera opensuse-2017-232 ,1,B-PRO O O O B-ID,1,0,0
don t get zapped by the struts-shock vulnerability affecting apache struts 2,1,O O O O O O O O O B-PRO I-PRO B-VER,1,1,0
threatmeter adobe flash avc header slicing heap overflow,1,O B-ORG B-PRO O O O B-VUL I-VUL,0,0,1
ubuntu security notice usn-3684-2 advisory,1,B-PRO O O B-ID O,0,1,0
crazykittehcat hi rachel have you tried the steps in this guide to fix chrome crashes keep us posted.,0,,0,0,1
threatmeter ibm aix 5.3 obtain information vulnerability,1,O B-ORG B-PRO B-VER B-VUL I-VUL I-VUL,0,0,1
microsoft windows kernel ntsetwindowlongptr privilege escalation,1,B-ORG B-PRO I-PRO O B-VUL I-VUL,0,0,1
0daytoday joomla portfolio gallery 1.0.6 component sql injection vulnerability 0day exploit ,0,,1,1,0
how to add header and footer code in wordpress,0,,0,0,1
vuln retired adobe flash player 10.0.45.2 and air 1.5.3.9130 multiple remote vulnerabilities bugtraq,1,O O B-ORG B-PRO I-PRO B-VER O B-PRO B-VER B-VUL I-VUL I-VUL O,0,0,1
wordpress redirection 2.7.3 remote file inclusion topic wordpress redirection 2.7.3 remote file inclusion risk ,0,,0,0,1
threatmeter windows smb 0-day risk downplayed,1,O B-PRO O O O O,0,0,1
rhel 6 java-1.8.0-ibm rhsa-2018:1975 ,1,B-PRO B-VER B-PRO B-ID,1,0,1
threatmeter adobe flash player up to 24.0.0.194 integer buffer overflow,1,O B-ORG B-PRO I-PRO B-VER I-VER I-VER B-VUL I-VUL I-VUL,0,0,1
cybersecurity cve-2016-8655 a new 5-year-old flaw found in the linux kernel infosec,1,O B-ID O O O O O O O B-PRO I-PRO O,1,1,0
threatmeter linux kernel up to 4.3.5 crypto algif_hash.c hash_accept denial of service,1,O B-PRO I-PRO B-VER I-VER I-VER O O O B-VUL I-VUL I-VUL,1,1,0
0daytoday asuswrt rtac750gf cross-site request forgery change admin password vulnerability 0day exploit ,0,,0,0,1
vuln wordpress prior to 4.7.1 information disclosure vulnerability,0,,0,0,1
chrome 55 patches 36 flaws blocks flash by default,1,B-PRO B-VER O O O O B-PRO O O,0,0,1
vuln adobe flash player apsb16-39 multiple unspecified buffer overflow vulnerabilities adobe flash infosec,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL B-ORG B-PRO O,0,0,1
threatmeter windows system information 6.1.7601 xxe injection,1,O B-PRO O O B-VER B-VUL I-VUL,0,0,1
vuln microsoft internet explorer cve-2016-0164 remote memory corruption vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,0,0,1
linux kernel 4.5.2 denial of service obtain information vulnerability,1,B-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
oracle e-business suite up to 12.2.6 one-to-one fulfillment privilege escalation,1,B-ORG B-PRO I-PRO B-VER I-VER I-VER B-PRO I-PRO B-VUL I-VUL,1,0,0
webapps bull ibm aix clusterwatch watchware multiple vulnerabilities exploitdb,1,O O B-ORG B-PRO O O B-VUL I-VUL O,0,0,1
vuln linux kernel cve-2016-2069 tlb flush local security bypass vulnerability bugtraq,1,O B-PRO I-PRO B-ID O O B-VUL I-VUL I-VUL I-VUL O,1,1,0
debian security advisory 4227-1 packetstorm,1,B-PRO B-ID I-ID I-ID O,0,1,0
recommendations to help the security of ics-scada systems helpnetsecurity,1,O O O O O O B-PRO O O,0,0,1
cybersecurity vuln sap erp defence forces and public security remote authorization bypass vulnerability infosec,1,O O B-ORG B-PRO I-PRO O O O B-VUL I-VUL I-VUL I-VUL I-VUL O,0,0,1
threatmeter zdi-16-676 microsoft windows ado recordset update use-after-free information disclosure vulnerability,1,O B-ID B-ORG B-PRO O O O B-VUL I-VUL I-VUL I-VUL,0,0,1
rt gn3mes1s secure host baseline configuration guidance and files in support of the dod windows10 secure host baseline,1,O O O O O O O O O O O O O O B-PRO O O O,0,0,1
threatmeter vuln linux kernel cve-2016-10088 incomplete fix multiple local memory corruption vulnerabilities,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
local linux kernel 4.4.0 ubuntu 14.04 16.04 x86-64 af_packet race condition privilege escalation,1,O B-PRO I-PRO B-VER B-PRO B-VER I-VER I-VER O B-VUL I-VUL I-VUL I-VUL,1,1,0
vulnerability security vuln linux kernel local security bypass vulnerability,1,O O O B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL,1,1,0
vuln adobe flash player and air cve-2010-2213 multiple unspecified memory corruption vulnerabilities bugtraq,1,O B-ORG B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL O,0,0,1
bugtraq security dsa 3804-1 linux security update bugtraq,1,O B-ID I-ID I-ID B-PRO O O O,1,1,0
checking in halfway the mcafee labs 2018 threats predictions by mcafee enterprise mcafeelabs,0,,0,0,1
minorschool v3.2 reset admin password vulnerability cxsecurity,0,,0,0,1
threatmeter symsa1400-sa145 apache struts 2 rce vulnerability,1,O B-ID B-PRO I-PRO B-VER B-VUL I-VUL,1,1,0
threatmeter vuln openstack oslo.middleware cve-2017-2592 information disclosure vulnerability,1,O O B-PRO O B-ID B-VUL I-VUL I-VUL,1,0,0
microsoft internet explorer 11 scripting engine buffer overflow,1,B-ORG B-PRO I-PRO B-VER O O B-VUL I-VUL,0,0,1
vulnerability security vuln microsoft windows hyper-v cve-2017-0097 remote denial of service vulnerability,1,O O O B-ORG B-PRO O B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
threatmeter oracle peoplesoft hcm 9.2 cross site scripting,1,O B-ORG O O B-VER B-VUL I-VUL I-VUL,1,0,0
digging into a windows kernel privilege escalation vulnerability cve-2016-7255,1,O O O B-PRO I-PRO B-VUL I-VUL I-VUL B-ID,0,0,1
5 linux browsers you probably haven t heard of other than firefox and chrome there are tons of browsers out ,0,,1,1,1
vuln sap hana remote authorization bypass vulnerability,1,O B-ORG B-PRO B-VUL I-VUL I-VUL I-VUL,0,0,1
vuln sap erp defence forces and public security remote authorization bypass vulnerability,1,O B-ORG B-PRO I-PRO O O O B-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
google chrome up to 56 ffmpeg heap-based buffer overflow,1,B-ORG B-PRO B-VER I-VER I-VER O B-VUL I-VUL I-VUL,0,0,1
oraclevm 3.2 unbreakable etc ovmsa-2017-0006 nessus,1,B-PRO B-VER O O B-ID O,1,1,0
vuln oracle mysql cve-2016-6663 unspecified security vulnerability oracle mysql cve-2016-6663 infosec,1,O B-ORG B-PRO B-ID B-VUL I-VUL I-VUL B-ORG B-PRO B-ID O,1,1,0
professorhines it s such a great time to be a windows fan which features have stood out to you ,0,,0,0,1
msoffice_tp thanks for sharing ,0,,0,0,1
vuln red hat cloudforms management app cve-2017-2653 security bypass vulnerability bugtraq,1,O B-ORG I-ORG B-PRO O O B-ID B-VUL I-VUL I-VUL O,1,0,1
rt pcmag how to limit adobe flash to run only when needed,1,O O O O O B-ORG B-PRO O O O O O,0,0,1
vuln adobe flash player cve-2017-3000 information disclosure vulnerability,1,O B-ORG B-PRO I-PRO B-ID B-VUL I-VUL I-VUL,0,0,1
vuln sap solman information disclosure vulnerability bugtraq,1,O B-ORG B-PRO B-VUL I-VUL I-VUL O,0,0,1
threatmeter oracle e-business suite up to 12.2.6 one-to-one fulfillment privilege escalation,1,O B-ORG B-PRO I-PRO B-VER I-VER I-VER B-PRO I-PRO B-VUL I-VUL,1,0,0
adobe releases security updates for flash player,1,B-ORG O O O O B-PRO I-PRO,0,0,1
_odisseus microsoft releases security updates for flash player but two disclosed flaws remain,1,O B-ORG O O O O B-PRO I-PRO O B-VUL I-VUL I-VUL O,0,0,1
vuln linux kernel ipv6 implementation local integer overflow vulnerability,1,O B-PRO I-PRO O O B-VUL I-VUL I-VUL I-VUL,1,1,0
new vulnerability update bundling with adobe flash exposes windows and microsoft had more vulnerable infosec,1,O O O O O B-ORG B-PRO O B-PRO O B-ORG O O O O,0,0,1
vuln adobe flash player and air cve-2010-2213 multiple unspecified memory corruption vulnerabilities,1,O B-ORG B-PRO I-PRO O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL I-VUL,0,0,1
vuln apache tomcat cve-2016-6794 security bypass vulnerability apache tomcat cve-2016-6794 security infosec,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL B-PRO I-PRO B-ID O O,1,0,0
vuln apache tomcat cve-2016-6817 denial of service vulnerability bugtraq,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL O,1,0,0
adobe sneaks a google chrome extension in latest security update to collect data,1,B-ORG O O B-ORG B-PRO O O O O O O O O,0,0,1
ms17-016 important security update for windows iis 4013074 version 1.0,1,B-ID O O O O B-PRO O B-ID O B-VER,0,0,1
threatmeter whatsapp security vulnerability,0,,0,0,1
threatmeter the best security features in windows 7,1,O O O O O O B-PRO B-VER,0,0,1
threatmeter apache couchdb lt 2.1.0 remote code execution,1,O B-PRO I-PRO B-VER I-VER B-VUL I-VUL I-VUL,1,0,0
with vr in your browser see the world like a grizzly,0,,0,1,0
rhel 6 java-1.7.1-ibm rhsa-2018:1974 nessus,1,B-PRO B-VER B-PRO B-ID O,1,1,1
cybersecurity vuln splunk enterprise cve-2016-10126 information disclosure vulnerability infosec,1,O O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL O,1,0,0
_odisseus fabionatalucci the cve-2017-5638 apache struts 2 command execution flaw affects cisco,1,O O O B-ID B-PRO I-PRO B-VER B-VUL I-VUL I-VUL O B-ORG,1,1,0
ubuntu security notice usn-3142-1 advisory,1,B-PRO B-ID I-ID I-ID O,0,1,0
freebsd git fix memory out-of-bounds and remote code execution vulnerabilities cve-2018-11233 an nessus,0,,0,1,0
ms16-002 critical security update for microsoft office 3214291 version 1.0,1,B-ID O O O O B-ORG B-PRO B-ID O B-VER,0,0,1
vuln linux kernel ip_tunnel.c local integer overflow vulnerability bugtraq,1,O B-PRO I-PRO O B-VUL I-VUL I-VUL I-VUL O,1,1,0
opensuse security update kernel-firmware opensuse-2018-590 spectre nessus,1,B-PRO O O O B-ID B-VUL O,1,1,0
kb4284880 windows 10 version 1607 and windows server 2016 june 2018 security update nessus,1,B-ID B-PRO B-VER O B-VER O B-PRO I-PRO B-VER O O O O O,0,1,1
glsa-201611-18 adobe flash player multiple vulnerabilities nessus,1,B-ID B-ORG B-PRO I-PRO B-VUL I-VUL O,0,1,1
adobe acrobat reader up to 11.0.18 15.006.30244 15.020.20042 exif metadata buffer overflow,1,B-ORG B-PRO I-PRO B-VER I-VER I-VER I-VER I-VER O O B-VUL I-VUL,0,0,1
oracle january 2017 cpu fixes 270 vulnerabilities,1,B-ORG O O O O O O,1,0,0
vuln apache struts cve-2016-1181 remote code execution vulnerability apache struts cve-2016-1181 remote infosec,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL B-PRO I-PRO B-ID O O,1,1,0
threatmeter linux kernel 3.18.7 denial of service overflow vulnerability,1,O B-PRO I-PRO B-VER B-VUL I-VUL I-VUL I-VUL I-VUL,1,1,0
threatmeter microsoft releases security updates for flash player but two disclosed flaws remain unpatched,1,O B-ORG O O O O B-PRO I-PRO O B-VUL I-VUL I-VUL O O,0,0,1
vuln linux kernel out-of-bounds read information disclosure vulnerability bugtraq,1,O B-PRO I-PRO B-VUL I-VUL I-VUL I-VUL I-VUL O,1,1,0
threatmeter users criticise adobe for bundling chrome plug-in with security patches,1,O O O B-ORG O O B-PRO O O O O,0,0,1
vuln ibm aix cve-2016-0266 information disclosure vulnerability bugtraq,1,O B-ORG B-PRO B-ID B-VUL I-VUL I-VUL O,0,0,1
thegrugq pwnallthethings nae it s still a supported feature in office 365 and office 2016 you can embed movies ,0,,0,0,1
papers buffer overflow for windows egghunter exploitdb,1,O B-VUL I-VUL O B-PRO O O,0,0,1
suse sled12 sles12 security update procps suse-su-2018:1836-1 nessus,1,B-PRO I-PRO I-PRO O O O B-ID O,1,1,0
citrix provisioning services up to 7.11 kernel memory information disclosure,1,B-ORG B-PRO I-PRO B-VER I-VER I-VER B-PRO B-VUL I-VUL I-VUL,1,0,1
aiengine 1.9.0 packetstorm,0,,0,1,0
threatmeter 0daytoday joomla je tour 2.0 sql injection vulnerability webapps exploits vulnerability 0day ,0,,1,1,0
ubuntu security notice usn-3682-1 advisory,1,B-PRO O O B-ID O,0,1,0
